complaint_id,text,category,priority,sentiment,resolution_time
17352,What is the wholesale price? urgent!!!,Trade,High,negative,3
17353,Inquiry about pricing,Trade,Medium,neutral,13
17354,Inquiry about pricing immediately!,Trade,High,negative,1
17355,Product malfunctioning urgent!!,Product,High,negative,4
17356,What is the wholesale price?,Trade,High,negative,4
17357,Quality is terrible and broke,Product,Medium,neutral,10
17358,Damaged packaging No rush.,Packaging,Low,positive,28
17359,Box was broken,Packaging,Medium,neutral,10
17360,Product malfunctioning It has been 2 days.,Product,Medium,neutral,6
17361,Quality is terrible and broke It has been 2 days.,Product,Medium,neutral,10
17362,Defective item received It has been 2 days.,Product,Medium,neutral,14
17363,Quality is terrible and broke No rush.,Product,Low,positive,29
17364,I need a quote for a large order It has been 3 days.,Trade,Medium,neutral,7
17365,I need a refund because it broke,Product,Medium,neutral,13
17366,Defective item received,Product,Medium,neutral,10
17367,Product malfunctioning,Product,High,negative,4
17368,Trade-related query,Trade,Medium,neutral,11
17369,Trade-related query It has been 4 days.,Trade,Medium,neutral,11
17370,Need bulk order details,Trade,Medium,neutral,10
17371,Wrapping was completely destroyed No rush.,Packaging,Low,positive,18
17372,Inquiry about pricing,Trade,High,negative,2
17373,Defective item received No rush.,Product,Low,positive,29
17374,What is the wholesale price? asap!!,Trade,High,negative,1
17375,I need a quote for a large order,Trade,Medium,neutral,10
17376,I need a refund because it broke immediately!,Product,High,negative,4
17377,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,11
17378,Wrapping was completely destroyed,Packaging,High,negative,1
17379,I need a quote for a large order It has been 5 days.,Trade,Medium,neutral,6
17380,Damaged packaging No rush.,Packaging,Low,positive,22
17381,The package was crushed No rush.,Packaging,Low,positive,25
17382,Damaged packaging urgent!!!,Packaging,High,negative,3
17383,Defective item received deadline!!!,Product,High,negative,5
17384,What is the wholesale price? No rush.,Trade,Low,positive,21
17385,Damaged packaging,Packaging,High,negative,1
17386,Poor packaging quality quick!!,Packaging,High,negative,1
17387,What is the wholesale price? It has been 3 days.,Trade,Medium,neutral,15
17388,Quality is terrible and broke,Product,Medium,neutral,12
17389,Item is completely broken,Product,Medium,neutral,6
17390,Damaged packaging It has been 2 days.,Packaging,Medium,neutral,10
17391,This product broke immediately,Product,High,negative,5
17392,I need a quote for a large order,Trade,Medium,neutral,14
17393,Defective item received It has been 3 days.,Product,Medium,neutral,8
17394,Inquiry about pricing No rush.,Trade,Low,positive,28
17395,Box was broken,Packaging,Medium,neutral,12
17396,I need a quote for a large order emergency!!,Trade,High,negative,3
17397,Damaged packaging,Packaging,Medium,neutral,11
17398,I need a quote for a large order,Trade,Medium,neutral,6
17399,Need bulk order details It has been 4 days.,Trade,Medium,neutral,14
17400,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,13
17401,Trade-related query,Trade,Medium,neutral,10
17402,Torn box resolve soon!!,Packaging,High,negative,4
17403,What is the wholesale price? No rush.,Trade,Low,positive,16
17404,Box was broken It has been 5 days.,Packaging,Medium,neutral,13
17405,Damaged packaging immediately!!,Packaging,High,negative,3
17406,Inquiry about pricing,Trade,Medium,neutral,15
17407,This product broke immediately,Product,Medium,neutral,6
17408,Need bulk order details,Trade,High,negative,5
17409,Inquiry about pricing fast!,Trade,High,negative,1
17410,I need a refund because it broke,Product,Medium,neutral,9
17411,Wrapping was completely destroyed,Packaging,Medium,neutral,7
17412,What is the wholesale price?,Trade,High,negative,5
17413,Item is completely broken deadline!!,Product,High,negative,3
17414,This product broke immediately No rush.,Product,Low,positive,23
17415,Damaged packaging It has been 4 days.,Packaging,Medium,neutral,13
17416,Item is completely broken No rush.,Product,Low,positive,17
17417,Poor packaging quality,Packaging,Medium,neutral,7
17418,Inquiry about pricing No rush.,Trade,Low,positive,21
17419,Quality is terrible and broke No rush.,Product,Low,positive,18
17420,Trade-related query,Trade,High,negative,5
17421,Product malfunctioning,Product,Medium,neutral,7
17422,I need a refund because it broke,Product,Medium,neutral,9
17423,Trade-related query,Trade,Medium,neutral,8
17424,I need a refund because it broke,Product,High,negative,3
17425,Inquiry about pricing It has been 5 days.,Trade,Medium,neutral,8
17426,I need a quote for a large order,Trade,High,negative,5
17427,The package was crushed urgent!!,Packaging,High,negative,1
17428,Inquiry about pricing,Trade,Medium,neutral,11
17429,Wrapping was completely destroyed,Packaging,High,negative,4
17430,Need bulk order details,Trade,High,negative,4
17431,I need a refund because it broke,Product,High,negative,1
17432,Need bulk order details It has been 4 days.,Trade,Medium,neutral,13
17433,Quality is terrible and broke,Product,Medium,neutral,12
17434,The package was crushed It has been 5 days.,Packaging,Medium,neutral,13
17435,Item is completely broken No rush.,Product,Low,positive,19
17436,Need bulk order details critical!!,Trade,High,negative,2
17437,Quality is terrible and broke resolve soon!!!,Product,High,negative,4
17438,Damaged packaging quick!,Packaging,High,negative,1
17439,Product stopped working It has been 4 days.,Product,Medium,neutral,15
17440,Product stopped working It has been 2 days.,Product,Medium,neutral,6
17441,I need a quote for a large order No rush.,Trade,Low,positive,29
17442,Trade-related query,Trade,High,negative,1
17443,Quality is terrible and broke It has been 2 days.,Product,Medium,neutral,15
17444,Damaged packaging emergency!!!,Packaging,High,negative,2
17445,Product stopped working,Product,Medium,neutral,12
17446,Damaged packaging,Packaging,Medium,neutral,8
17447,Box was broken fast!!,Packaging,High,negative,2
17448,Damaged packaging deadline!,Packaging,High,negative,2
17449,Defective item received,Product,High,negative,4
17450,Wrapping was completely destroyed,Packaging,High,negative,3
17451,I need a refund because it broke,Product,High,negative,3
17452,Box was broken It has been 5 days.,Packaging,Medium,neutral,9
17453,Poor packaging quality critical!!!,Packaging,High,negative,2
17454,Product malfunctioning deadline!,Product,High,negative,4
17455,Need bulk order details,Trade,Medium,neutral,11
17456,Inquiry about pricing It has been 5 days.,Trade,Medium,neutral,8
17457,I need a refund because it broke emergency!,Product,High,negative,2
17458,This product broke immediately,Product,High,negative,1
17459,I need a quote for a large order,Trade,High,negative,3
17460,I need a quote for a large order quick!,Trade,High,negative,3
17461,What is the wholesale price?,Trade,Medium,neutral,9
17462,Quality is terrible and broke quick!,Product,High,negative,5
17463,Box was broken,Packaging,Medium,neutral,7
17464,Quality is terrible and broke asap!!,Product,High,negative,3
17465,Inquiry about pricing,Trade,High,negative,3
17466,Box was broken It has been 2 days.,Packaging,Medium,neutral,10
17467,Product malfunctioning,Product,Medium,neutral,10
17468,Need bulk order details It has been 5 days.,Trade,Medium,neutral,10
17469,Quality is terrible and broke It has been 4 days.,Product,Medium,neutral,14
17470,Wrapping was completely destroyed No rush.,Packaging,Low,positive,25
17471,Need bulk order details,Trade,Medium,neutral,12
17472,Item is completely broken It has been 2 days.,Product,Medium,neutral,12
17473,Wrapping was completely destroyed No rush.,Packaging,Low,positive,17
17474,Poor packaging quality It has been 5 days.,Packaging,Medium,neutral,7
17475,Defective item received,Product,Medium,neutral,11
17476,The package was crushed deadline!!!,Packaging,High,negative,5
17477,Need bulk order details,Trade,Medium,neutral,15
17478,Wrapping was completely destroyed It has been 5 days.,Packaging,Medium,neutral,12
17479,Item is completely broken It has been 4 days.,Product,Medium,neutral,8
17480,Trade-related query,Trade,Medium,neutral,11
17481,The package was crushed,Packaging,Medium,neutral,6
17482,Damaged packaging It has been 4 days.,Packaging,Medium,neutral,14
17483,Inquiry about pricing,Trade,Medium,neutral,12
17484,Inquiry about pricing immediately!!!,Trade,High,negative,2
17485,The package was crushed critical!,Packaging,High,negative,3
17486,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,7
17487,This product broke immediately critical!,Product,High,negative,5
17488,The package was crushed deadline!!,Packaging,High,negative,1
17489,This product broke immediately,Product,Medium,neutral,15
17490,Wrapping was completely destroyed asap!!!,Packaging,High,negative,1
17491,Item is completely broken No rush.,Product,Low,positive,25
17492,Product malfunctioning It has been 3 days.,Product,Medium,neutral,15
17493,Trade-related query It has been 4 days.,Trade,Medium,neutral,6
17494,Poor packaging quality,Packaging,High,negative,5
17495,Need bulk order details,Trade,High,negative,5
17496,Inquiry about pricing urgent!,Trade,High,negative,3
17497,Poor packaging quality,Packaging,High,negative,1
17498,Item is completely broken It has been 2 days.,Product,Medium,neutral,10
17499,Poor packaging quality quick!!,Packaging,High,negative,1
17500,The package was crushed,Packaging,High,negative,5
17501,Wrapping was completely destroyed,Packaging,High,negative,1
17502,I need a quote for a large order,Trade,Medium,neutral,9
17503,Box was broken It has been 3 days.,Packaging,Medium,neutral,8
17504,Wrapping was completely destroyed,Packaging,High,negative,3
17505,Wrapping was completely destroyed No rush.,Packaging,Low,positive,26
17506,Defective item received It has been 3 days.,Product,Medium,neutral,12
17507,Item is completely broken,Product,High,negative,3
17508,Product malfunctioning No rush.,Product,Low,positive,23
17509,This product broke immediately It has been 5 days.,Product,Medium,neutral,13
17510,Inquiry about pricing,Trade,Medium,neutral,7
17511,What is the wholesale price? quick!!,Trade,High,negative,4
17512,Torn box critical!!!,Packaging,High,negative,4
17513,Inquiry about pricing asap!!,Trade,High,negative,2
17514,Quality is terrible and broke It has been 3 days.,Product,Medium,neutral,14
17515,Box was broken It has been 4 days.,Packaging,Medium,neutral,15
17516,Torn box urgent!!!,Packaging,High,negative,4
17517,Product stopped working No rush.,Product,Low,positive,29
17518,This product broke immediately,Product,Medium,neutral,12
17519,This product broke immediately,Product,Medium,neutral,15
17520,Inquiry about pricing quick!!,Trade,High,negative,2
17521,Damaged packaging immediately!,Packaging,High,negative,1
17522,I need a refund because it broke No rush.,Product,Low,positive,16
17523,Box was broken It has been 4 days.,Packaging,Medium,neutral,9
17524,Poor packaging quality No rush.,Packaging,Low,positive,20
17525,What is the wholesale price? It has been 5 days.,Trade,Medium,neutral,14
17526,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,6
17527,Item is completely broken,Product,Medium,neutral,9
17528,This product broke immediately deadline!,Product,High,negative,4
17529,Damaged packaging,Packaging,High,negative,1
17530,Wrapping was completely destroyed It has been 4 days.,Packaging,Medium,neutral,14
17531,What is the wholesale price?,Trade,Medium,neutral,9
17532,Quality is terrible and broke No rush.,Product,Low,positive,16
17533,Quality is terrible and broke It has been 3 days.,Product,Medium,neutral,12
17534,The package was crushed No rush.,Packaging,Low,positive,24
17535,Torn box No rush.,Packaging,Low,positive,24
17536,Poor packaging quality No rush.,Packaging,Low,positive,22
17537,Defective item received,Product,Medium,neutral,13
17538,Wrapping was completely destroyed,Packaging,High,negative,1
17539,Trade-related query deadline!,Trade,High,negative,5
17540,What is the wholesale price?,Trade,Medium,neutral,8
17541,Damaged packaging,Packaging,Medium,neutral,8
17542,I need a quote for a large order,Trade,High,negative,1
17543,Inquiry about pricing urgent!!!,Trade,High,negative,5
17544,Trade-related query It has been 5 days.,Trade,Medium,neutral,11
17545,Inquiry about pricing No rush.,Trade,Low,positive,20
17546,Trade-related query,Trade,Medium,neutral,11
17547,Product malfunctioning urgent!,Product,High,negative,5
17548,Wrapping was completely destroyed,Packaging,Medium,neutral,7
17549,Trade-related query emergency!,Trade,High,negative,2
17550,Torn box quick!,Packaging,High,negative,4
17551,I need a quote for a large order,Trade,Medium,neutral,8
17552,Item is completely broken,Product,Medium,neutral,6
17553,This product broke immediately,Product,High,negative,2
17554,Need bulk order details,Trade,Medium,neutral,13
17555,Need bulk order details quick!!!,Trade,High,negative,3
17556,Inquiry about pricing,Trade,Medium,neutral,7
17557,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,13
17558,This product broke immediately fast!!,Product,High,negative,1
17559,Box was broken,Packaging,Medium,neutral,6
17560,Product stopped working,Product,Medium,neutral,10
17561,Trade-related query,Trade,High,negative,5
17562,Box was broken It has been 4 days.,Packaging,Medium,neutral,10
17563,Product malfunctioning No rush.,Product,Low,positive,23
17564,Product malfunctioning asap!,Product,High,negative,5
17565,Inquiry about pricing fast!!!,Trade,High,negative,5
17566,Poor packaging quality,Packaging,Medium,neutral,9
17567,Defective item received No rush.,Product,Low,positive,26
17568,Product malfunctioning,Product,Medium,neutral,13
17569,Trade-related query It has been 3 days.,Trade,Medium,neutral,9
17570,Box was broken No rush.,Packaging,Low,positive,27
17571,Damaged packaging,Packaging,Medium,neutral,12
17572,The package was crushed,Packaging,Medium,neutral,13
17573,Wrapping was completely destroyed No rush.,Packaging,Low,positive,28
17574,Trade-related query critical!,Trade,High,negative,1
17575,This product broke immediately It has been 2 days.,Product,Medium,neutral,10
17576,Item is completely broken,Product,Medium,neutral,8
17577,Damaged packaging No rush.,Packaging,Low,positive,27
17578,Box was broken,Packaging,Medium,neutral,10
17579,Box was broken,Packaging,Medium,neutral,15
17580,Product stopped working,Product,High,negative,1
17581,Item is completely broken,Product,Medium,neutral,12
17582,Poor packaging quality,Packaging,High,negative,1
17583,Trade-related query It has been 2 days.,Trade,Medium,neutral,9
17584,Item is completely broken,Product,Medium,neutral,7
17585,I need a refund because it broke,Product,Medium,neutral,12
17586,Box was broken It has been 2 days.,Packaging,Medium,neutral,7
17587,What is the wholesale price?,Trade,Medium,neutral,10
17588,Poor packaging quality,Packaging,High,negative,5
17589,Wrapping was completely destroyed,Packaging,High,negative,4
17590,What is the wholesale price? fast!!,Trade,High,negative,2
17591,Trade-related query,Trade,Medium,neutral,9
17592,What is the wholesale price?,Trade,Medium,neutral,10
17593,Quality is terrible and broke,Product,High,negative,3
17594,Poor packaging quality It has been 3 days.,Packaging,Medium,neutral,11
17595,Product stopped working,Product,High,negative,4
17596,Need bulk order details No rush.,Trade,Low,positive,17
17597,Defective item received No rush.,Product,Low,positive,26
17598,Inquiry about pricing,Trade,High,negative,1
17599,Trade-related query No rush.,Trade,Low,positive,28
17600,Torn box No rush.,Packaging,Low,positive,25
17601,The package was crushed It has been 2 days.,Packaging,Medium,neutral,11
17602,The package was crushed,Packaging,High,negative,4
17603,This product broke immediately,Product,High,negative,2
17604,Poor packaging quality urgent!,Packaging,High,negative,3
17605,Need bulk order details urgent!!,Trade,High,negative,3
17606,Box was broken It has been 2 days.,Packaging,Medium,neutral,13
17607,Product malfunctioning It has been 2 days.,Product,Medium,neutral,6
17608,Wrapping was completely destroyed,Packaging,High,negative,3
17609,The package was crushed,Packaging,Medium,neutral,6
17610,The package was crushed quick!!!,Packaging,High,negative,3
17611,Product malfunctioning It has been 4 days.,Product,Medium,neutral,6
17612,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,15
17613,Need bulk order details No rush.,Trade,Low,positive,16
17614,What is the wholesale price? asap!,Trade,High,negative,4
17615,Poor packaging quality,Packaging,Medium,neutral,6
17616,Torn box It has been 3 days.,Packaging,Medium,neutral,10
17617,Quality is terrible and broke No rush.,Product,Low,positive,17
17618,I need a quote for a large order critical!,Trade,High,negative,3
17619,Box was broken,Packaging,Medium,neutral,10
17620,Box was broken No rush.,Packaging,Low,positive,24
17621,Torn box It has been 2 days.,Packaging,Medium,neutral,15
17622,Product malfunctioning deadline!!!,Product,High,negative,2
17623,I need a quote for a large order deadline!!,Trade,High,negative,4
17624,This product broke immediately,Product,High,negative,2
17625,What is the wholesale price?,Trade,Medium,neutral,14
17626,I need a quote for a large order No rush.,Trade,Low,positive,22
17627,Box was broken It has been 3 days.,Packaging,Medium,neutral,10
17628,The package was crushed It has been 2 days.,Packaging,Medium,neutral,6
17629,Damaged packaging fast!,Packaging,High,negative,3
17630,Damaged packaging,Packaging,High,negative,3
17631,Poor packaging quality,Packaging,Medium,neutral,9
17632,I need a quote for a large order urgent!!,Trade,High,negative,1
17633,Poor packaging quality,Packaging,Medium,neutral,10
17634,Torn box It has been 5 days.,Packaging,Medium,neutral,15
17635,Product stopped working It has been 5 days.,Product,Medium,neutral,12
17636,This product broke immediately fast!!,Product,High,negative,3
17637,Trade-related query It has been 5 days.,Trade,Medium,neutral,6
17638,I need a quote for a large order No rush.,Trade,Low,positive,24
17639,Product stopped working,Product,High,negative,5
17640,Quality is terrible and broke urgent!!!,Product,High,negative,4
17641,Damaged packaging urgent!!,Packaging,High,negative,2
17642,Poor packaging quality,Packaging,High,negative,4
17643,I need a quote for a large order,Trade,Medium,neutral,10
17644,Defective item received,Product,Medium,neutral,12
17645,What is the wholesale price?,Trade,Medium,neutral,13
17646,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,14
17647,Trade-related query,Trade,Medium,neutral,13
17648,Need bulk order details,Trade,Medium,neutral,12
17649,Need bulk order details No rush.,Trade,Low,positive,24
17650,Damaged packaging resolve soon!!,Packaging,High,negative,2
17651,Trade-related query immediately!!!,Trade,High,negative,2
17652,Damaged packaging No rush.,Packaging,Low,positive,26
17653,I need a refund because it broke,Product,High,negative,4
17654,Trade-related query deadline!!!,Trade,High,negative,5
17655,Trade-related query,Trade,High,negative,1
17656,The package was crushed,Packaging,High,negative,2
17657,Trade-related query,Trade,Medium,neutral,8
17658,Box was broken,Packaging,Medium,neutral,12
17659,I need a quote for a large order No rush.,Trade,Low,positive,24
17660,Product malfunctioning immediately!!,Product,High,negative,5
17661,Quality is terrible and broke deadline!!!,Product,High,negative,1
17662,I need a refund because it broke resolve soon!!!,Product,High,negative,3
17663,Inquiry about pricing,Trade,Medium,neutral,10
17664,Trade-related query No rush.,Trade,Low,positive,17
17665,Quality is terrible and broke resolve soon!!!,Product,High,negative,4
17666,Quality is terrible and broke,Product,High,negative,2
17667,Wrapping was completely destroyed,Packaging,Medium,neutral,8
17668,Poor packaging quality No rush.,Packaging,Low,positive,19
17669,Item is completely broken It has been 2 days.,Product,Medium,neutral,7
17670,This product broke immediately No rush.,Product,Low,positive,27
17671,I need a quote for a large order fast!!,Trade,High,negative,5
17672,Product malfunctioning asap!!,Product,High,negative,4
17673,Box was broken,Packaging,High,negative,4
17674,The package was crushed immediately!!!,Packaging,High,negative,1
17675,Torn box No rush.,Packaging,Low,positive,26
17676,The package was crushed,Packaging,Medium,neutral,9
17677,Box was broken,Packaging,Medium,neutral,8
17678,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,6
17679,Product malfunctioning No rush.,Product,Low,positive,30
17680,Wrapping was completely destroyed,Packaging,High,negative,1
17681,The package was crushed It has been 2 days.,Packaging,Medium,neutral,11
17682,Poor packaging quality,Packaging,High,negative,1
17683,Wrapping was completely destroyed emergency!!!,Packaging,High,negative,2
17684,Quality is terrible and broke,Product,High,negative,2
17685,Need bulk order details,Trade,Medium,neutral,6
17686,I need a quote for a large order,Trade,High,negative,1
17687,Inquiry about pricing It has been 4 days.,Trade,Medium,neutral,7
17688,Trade-related query immediately!!,Trade,High,negative,3
17689,Poor packaging quality,Packaging,Medium,neutral,10
17690,What is the wholesale price?,Trade,High,negative,5
17691,What is the wholesale price? It has been 5 days.,Trade,Medium,neutral,9
17692,This product broke immediately It has been 2 days.,Product,Medium,neutral,15
17693,Product malfunctioning emergency!,Product,High,negative,4
17694,Product stopped working urgent!!,Product,High,negative,3
17695,Torn box,Packaging,Medium,neutral,8
17696,The package was crushed,Packaging,High,negative,5
17697,Torn box It has been 2 days.,Packaging,Medium,neutral,8
17698,Defective item received No rush.,Product,Low,positive,17
17699,What is the wholesale price? deadline!!,Trade,High,negative,1
17700,I need a refund because it broke asap!!,Product,High,negative,5
17701,Damaged packaging deadline!!,Packaging,High,negative,1
17702,Item is completely broken It has been 5 days.,Product,Medium,neutral,7
17703,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,8
17704,Poor packaging quality It has been 2 days.,Packaging,Medium,neutral,6
17705,Inquiry about pricing emergency!,Trade,High,negative,5
17706,I need a quote for a large order,Trade,Medium,neutral,12
17707,The package was crushed fast!!,Packaging,High,negative,4
17708,What is the wholesale price? fast!,Trade,High,negative,2
17709,This product broke immediately resolve soon!!,Product,High,negative,2
17710,Inquiry about pricing immediately!!!,Trade,High,negative,5
17711,I need a quote for a large order No rush.,Trade,Low,positive,22
17712,Inquiry about pricing,Trade,Medium,neutral,15
17713,Item is completely broken It has been 4 days.,Product,Medium,neutral,11
17714,Need bulk order details deadline!!!,Trade,High,negative,5
17715,Inquiry about pricing,Trade,Medium,neutral,11
17716,This product broke immediately,Product,Medium,neutral,10
17717,Damaged packaging It has been 3 days.,Packaging,Medium,neutral,14
17718,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,11
17719,Wrapping was completely destroyed immediately!!!,Packaging,High,negative,4
17720,What is the wholesale price? immediately!!,Trade,High,negative,3
17721,Wrapping was completely destroyed,Packaging,High,negative,4
17722,Defective item received,Product,Medium,neutral,12
17723,Inquiry about pricing fast!!!,Trade,High,negative,5
17724,Inquiry about pricing,Trade,Medium,neutral,9
17725,Need bulk order details No rush.,Trade,Low,positive,23
17726,Box was broken immediately!,Packaging,High,negative,3
17727,The package was crushed It has been 5 days.,Packaging,Medium,neutral,12
17728,The package was crushed No rush.,Packaging,Low,positive,21
17729,Trade-related query deadline!!,Trade,High,negative,2
17730,Defective item received It has been 3 days.,Product,Medium,neutral,6
17731,Need bulk order details,Trade,High,negative,2
17732,Defective item received critical!!,Product,High,negative,2
17733,I need a quote for a large order fast!!,Trade,High,negative,1
17734,Defective item received asap!,Product,High,negative,5
17735,I need a quote for a large order No rush.,Trade,Low,positive,16
17736,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,9
17737,Item is completely broken critical!!!,Product,High,negative,5
17738,Quality is terrible and broke,Product,Medium,neutral,6
17739,Product malfunctioning resolve soon!!,Product,High,negative,1
17740,Defective item received emergency!!,Product,High,negative,5
17741,Quality is terrible and broke emergency!,Product,High,negative,1
17742,Product malfunctioning It has been 5 days.,Product,Medium,neutral,13
17743,Defective item received fast!,Product,High,negative,4
17744,I need a refund because it broke,Product,Medium,neutral,13
17745,Trade-related query It has been 4 days.,Trade,Medium,neutral,6
17746,Quality is terrible and broke,Product,High,negative,2
17747,Item is completely broken No rush.,Product,Low,positive,20
17748,Need bulk order details It has been 5 days.,Trade,Medium,neutral,8
17749,What is the wholesale price? No rush.,Trade,Low,positive,28
17750,The package was crushed resolve soon!!,Packaging,High,negative,5
17751,The package was crushed asap!,Packaging,High,negative,4
17752,I need a refund because it broke,Product,Medium,neutral,7
17753,Product malfunctioning It has been 4 days.,Product,Medium,neutral,12
17754,The package was crushed,Packaging,Medium,neutral,7
17755,The package was crushed It has been 4 days.,Packaging,Medium,neutral,15
17756,Product stopped working No rush.,Product,Low,positive,22
17757,Torn box No rush.,Packaging,Low,positive,21
17758,Product malfunctioning,Product,High,negative,2
17759,What is the wholesale price? No rush.,Trade,Low,positive,28
17760,Need bulk order details No rush.,Trade,Low,positive,16
17761,The package was crushed It has been 3 days.,Packaging,Medium,neutral,11
17762,Need bulk order details,Trade,Medium,neutral,14
17763,I need a quote for a large order,Trade,Medium,neutral,9
17764,I need a quote for a large order No rush.,Trade,Low,positive,16
17765,Need bulk order details,Trade,Medium,neutral,13
17766,Item is completely broken No rush.,Product,Low,positive,17
17767,This product broke immediately,Product,Medium,neutral,6
17768,The package was crushed No rush.,Packaging,Low,positive,18
17769,What is the wholesale price? No rush.,Trade,Low,positive,30
17770,Trade-related query urgent!!!,Trade,High,negative,5
17771,Trade-related query quick!,Trade,High,negative,2
17772,Wrapping was completely destroyed asap!!,Packaging,High,negative,2
17773,Quality is terrible and broke It has been 4 days.,Product,Medium,neutral,9
17774,I need a quote for a large order,Trade,Medium,neutral,15
17775,I need a refund because it broke,Product,High,negative,1
17776,Torn box immediately!!,Packaging,High,negative,5
17777,Product stopped working It has been 4 days.,Product,Medium,neutral,8
17778,Need bulk order details,Trade,High,negative,1
17779,I need a refund because it broke emergency!!!,Product,High,negative,5
17780,Defective item received It has been 3 days.,Product,Medium,neutral,6
17781,Wrapping was completely destroyed fast!,Packaging,High,negative,2
17782,Torn box critical!!!,Packaging,High,negative,2
17783,Box was broken asap!,Packaging,High,negative,5
17784,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,11
17785,This product broke immediately It has been 2 days.,Product,Medium,neutral,9
17786,Item is completely broken,Product,Medium,neutral,10
17787,Poor packaging quality,Packaging,Medium,neutral,9
17788,Torn box,Packaging,Medium,neutral,6
17789,Trade-related query,Trade,Medium,neutral,6
17790,Need bulk order details,Trade,High,negative,2
17791,Torn box,Packaging,Medium,neutral,9
17792,Product stopped working fast!!,Product,High,negative,5
17793,Wrapping was completely destroyed It has been 4 days.,Packaging,Medium,neutral,13
17794,Product stopped working fast!,Product,High,negative,3
17795,Quality is terrible and broke deadline!!!,Product,High,negative,2
17796,I need a quote for a large order immediately!!,Trade,High,negative,3
17797,Poor packaging quality It has been 4 days.,Packaging,Medium,neutral,9
17798,The package was crushed It has been 4 days.,Packaging,Medium,neutral,8
17799,Product malfunctioning,Product,High,negative,3
17800,Wrapping was completely destroyed immediately!!!,Packaging,High,negative,3
17801,I need a quote for a large order,Trade,High,negative,5
17802,What is the wholesale price? It has been 4 days.,Trade,Medium,neutral,13
17803,Damaged packaging No rush.,Packaging,Low,positive,22
17804,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,10
17805,I need a quote for a large order No rush.,Trade,Low,positive,25
17806,Torn box No rush.,Packaging,Low,positive,16
17807,Product stopped working,Product,Medium,neutral,15
17808,Wrapping was completely destroyed,Packaging,High,negative,2
17809,Quality is terrible and broke No rush.,Product,Low,positive,19
17810,Poor packaging quality,Packaging,Medium,neutral,14
17811,Box was broken,Packaging,Medium,neutral,15
17812,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,7
17813,This product broke immediately It has been 3 days.,Product,Medium,neutral,8
17814,I need a quote for a large order critical!,Trade,High,negative,4
17815,Poor packaging quality,Packaging,High,negative,5
17816,I need a quote for a large order quick!!!,Trade,High,negative,5
17817,Poor packaging quality,Packaging,High,negative,2
17818,Damaged packaging urgent!!!,Packaging,High,negative,2
17819,Damaged packaging,Packaging,Medium,neutral,14
17820,Product stopped working It has been 2 days.,Product,Medium,neutral,6
17821,Quality is terrible and broke asap!!,Product,High,negative,2
17822,Item is completely broken No rush.,Product,Low,positive,22
17823,I need a quote for a large order,Trade,High,negative,2
17824,Torn box It has been 2 days.,Packaging,Medium,neutral,9
17825,Need bulk order details,Trade,High,negative,4
17826,What is the wholesale price? No rush.,Trade,Low,positive,30
17827,Poor packaging quality fast!!!,Packaging,High,negative,1
17828,What is the wholesale price?,Trade,Medium,neutral,7
17829,Poor packaging quality No rush.,Packaging,Low,positive,29
17830,Poor packaging quality,Packaging,Medium,neutral,14
17831,The package was crushed,Packaging,High,negative,5
17832,The package was crushed fast!!,Packaging,High,negative,4
17833,Trade-related query,Trade,Medium,neutral,8
17834,What is the wholesale price? No rush.,Trade,Low,positive,28
17835,What is the wholesale price?,Trade,Medium,neutral,6
17836,This product broke immediately,Product,Medium,neutral,6
17837,I need a quote for a large order,Trade,High,negative,1
17838,Need bulk order details No rush.,Trade,Low,positive,19
17839,Product stopped working,Product,Medium,neutral,13
17840,The package was crushed It has been 5 days.,Packaging,Medium,neutral,9
17841,Poor packaging quality No rush.,Packaging,Low,positive,17
17842,Torn box,Packaging,High,negative,2
17843,Product stopped working It has been 4 days.,Product,Medium,neutral,10
17844,What is the wholesale price? No rush.,Trade,Low,positive,23
17845,Need bulk order details It has been 2 days.,Trade,Medium,neutral,7
17846,Need bulk order details No rush.,Trade,Low,positive,16
17847,I need a quote for a large order,Trade,Medium,neutral,8
17848,Quality is terrible and broke,Product,Medium,neutral,7
17849,What is the wholesale price?,Trade,High,negative,4
17850,Torn box No rush.,Packaging,Low,positive,20
17851,Item is completely broken,Product,Medium,neutral,7
17852,Quality is terrible and broke,Product,High,negative,3
17853,Torn box,Packaging,High,negative,4
17854,Torn box,Packaging,High,negative,5
17855,Need bulk order details No rush.,Trade,Low,positive,23
17856,Box was broken It has been 4 days.,Packaging,Medium,neutral,14
17857,Quality is terrible and broke,Product,Medium,neutral,10
17858,Quality is terrible and broke,Product,Medium,neutral,6
